"","dates","sp_all","abundance_cold"
"179","1984","Anas crecca",126750
"180","1985","Anas crecca",252687.5
"181","1986","Anas crecca",99937.5
"182","1987","Anas crecca",88156.25
"183","1988","Anas crecca",212062.5
"184","1989","Anas crecca",268125
"185","1990","Anas crecca",281937.5
"186","1991","Anas crecca",282750
"187","1992","Anas crecca",202312.5
"188","1993","Anas crecca",209625
"189","1994","Anas crecca",208000
"190","1995","Anas crecca",208000
"191","1996","Anas crecca",161687.5
"192","1997","Anas crecca",151125
"193","1998","Anas crecca",234000
"194","1999","Anas crecca",221812.5
"195","2000","Anas crecca",166156.25
"196","2001","Anas crecca",186062.5
"197","2002","Anas crecca",191750
"198","2003","Anas crecca",171437.5
"199","2004","Anas crecca",149093.75
"200","2005","Anas crecca",109931.25
"201","2006","Anas crecca",75806.25
"202","2007","Anas crecca",130975
"203","2008","Anas crecca",146493.75
"204","2009","Anas crecca",182893.75
"205","2010","Anas crecca",155187.5
"206","2011","Anas crecca",119275
"207","2012","Anas crecca",145843.75
"208","2013","Anas crecca",147631.25
"209","2014","Anas crecca",128212.5
"210","2015","Anas crecca",133818.75
"211","1981","Aythya ferina",357000
"212","1982","Aythya ferina",184450
"213","1983","Aythya ferina",234175
"214","1984","Aythya ferina",99875
"215","1985","Aythya ferina",422875
"216","1986","Aythya ferina",232475
"217","1987","Aythya ferina",83937.5
"218","1988","Aythya ferina",155125
"219","1989","Aythya ferina",172125
"220","1990","Aythya ferina",107312.5
"221","1991","Aythya ferina",96687.5
"222","1992","Aythya ferina",83300
"223","1993","Aythya ferina",66937.5
"224","1994","Aythya ferina",48662.5
"225","1995","Aythya ferina",34425
"226","1996","Aythya ferina",12325
"227","1997","Aythya ferina",27625
"228","1998","Aythya ferina",5100
"229","1999","Aythya ferina",5100
"230","2000","Aythya ferina",15087.5
"231","2001","Aythya ferina",48025
"232","2002","Aythya ferina",9350
"233","2003","Aythya ferina",14662.5
"234","2004","Aythya ferina",16575
"235","2005","Aythya ferina",23162.5
"236","2006","Aythya ferina",30812.5
"237","2007","Aythya ferina",19337.5
"238","2008","Aythya ferina",6587.5
"239","2009","Aythya ferina",1700
"240","2010","Aythya ferina",637.5
"241","2011","Aythya ferina",5312.5
"242","2012","Aythya ferina",1062.5
"243","2013","Aythya ferina",212.5
"244","2014","Aythya ferina",212.5
"245","2015","Aythya ferina",425
"246","1981","Aythya fuligula",75218.75
"247","1982","Aythya fuligula",77393.75
"248","1983","Aythya fuligula",59268.75
"249","1984","Aythya fuligula",78843.75
"250","1985","Aythya fuligula",88812.5
"251","1986","Aythya fuligula",95337.5
"252","1987","Aythya fuligula",54556.25
"253","1988","Aythya fuligula",84281.25
"254","1989","Aythya fuligula",76125
"255","1990","Aythya fuligula",49300
"256","1991","Aythya fuligula",58000
"257","1992","Aythya fuligula",62531.25
"258","1993","Aythya fuligula",64162.5
"259","1994","Aythya fuligula",42593.75
"260","1995","Aythya fuligula",21206.25
"261","1996","Aythya fuligula",39150
"262","1997","Aythya fuligula",22837.5
"263","1998","Aythya fuligula",29000
"264","1999","Aythya fuligula",20300
"265","2000","Aythya fuligula",12325
"266","2001","Aythya fuligula",19937.5
"267","2002","Aythya fuligula",9968.75
"268","2003","Aythya fuligula",5981.25
"269","2004","Aythya fuligula",9968.75
"270","2005","Aythya fuligula",7612.5
"271","2006","Aythya fuligula",181.25
"272","2007","Aythya fuligula",362.5
"273","2008","Aythya fuligula",725
"274","2009","Aythya fuligula",362.5
"275","2010","Aythya fuligula",0
"276","2011","Aythya fuligula",2537.5
"277","2012","Aythya fuligula",181.25
"278","2013","Aythya fuligula",1993.75
"279","2014","Aythya fuligula",725
"280","2015","Aythya fuligula",543.75
"281","1981","Netta rufina",1725
"282","1982","Netta rufina",1725
"283","1983","Netta rufina",2875
"284","1984","Netta rufina",3737.5
"285","1985","Netta rufina",2300
"286","1986","Netta rufina",2587.5
"287","1987","Netta rufina",2587.5
"288","1988","Netta rufina",2587.5
"289","1989","Netta rufina",0
"290","1990","Netta rufina",287.5
"291","1991","Netta rufina",0
"292","1992","Netta rufina",862.5
"293","1993","Netta rufina",2300
"294","1994","Netta rufina",2300
"295","1995","Netta rufina",0
"296","1996","Netta rufina",0
"297","1997","Netta rufina",0
"298","1998","Netta rufina",0
"299","1999","Netta rufina",0
"300","2000","Netta rufina",0
"301","2001","Netta rufina",0
"302","2002","Netta rufina",0
"303","2003","Netta rufina",0
"304","2004","Netta rufina",0
"305","2005","Netta rufina",0
"306","2006","Netta rufina",0
"307","2007","Netta rufina",0
"308","2008","Netta rufina",0
"309","2009","Netta rufina",575
"310","2010","Netta rufina",0
"311","2011","Netta rufina",0
"312","2012","Netta rufina",0
"313","2013","Netta rufina",0
"314","2014","Netta rufina",0
"315","2015","Netta rufina",0
"316","1981","Tadorna tadorna",3375
"317","1982","Tadorna tadorna",5062.5
"318","1983","Tadorna tadorna",41062.5
"319","1984","Tadorna tadorna",59062.5
"320","1985","Tadorna tadorna",77062.5
"321","1986","Tadorna tadorna",71437.5
"322","1987","Tadorna tadorna",37968.75
"323","1988","Tadorna tadorna",45000
"324","1989","Tadorna tadorna",73406.25
"325","1990","Tadorna tadorna",24187.5
"326","1991","Tadorna tadorna",20812.5
"327","1992","Tadorna tadorna",16312.5
"328","1993","Tadorna tadorna",55125
"329","1994","Tadorna tadorna",28125
"330","1995","Tadorna tadorna",63562.5
"331","1996","Tadorna tadorna",27843.75
"332","1997","Tadorna tadorna",43593.75
"333","1998","Tadorna tadorna",19687.5
"334","1999","Tadorna tadorna",37125
"335","2000","Tadorna tadorna",48375
"336","2001","Tadorna tadorna",52875
"337","2002","Tadorna tadorna",55687.5
"338","2003","Tadorna tadorna",21093.75
"339","2004","Tadorna tadorna",39093.75
"340","2005","Tadorna tadorna",31218.75
"341","2006","Tadorna tadorna",36562.5
"342","2007","Tadorna tadorna",68062.5
"343","2008","Tadorna tadorna",88031.25
"344","2009","Tadorna tadorna",60468.75
"345","2010","Tadorna tadorna",57656.25
"346","2011","Tadorna tadorna",78750
"347","2012","Tadorna tadorna",101250
"348","2013","Tadorna tadorna",177750
"349","2014","Tadorna tadorna",143156.25
"350","2015","Tadorna tadorna",161718.75
"351","1981","Fulica atra",330512.5
"352","1982","Fulica atra",378462.5
"353","1983","Fulica atra",402780
"354","1984","Fulica atra",452100
"355","1985","Fulica atra",1054900
"356","1986","Fulica atra",647325
"357","1987","Fulica atra",478130
"358","1988","Fulica atra",847687.5
"359","1989","Fulica atra",700412.5
"360","1990","Fulica atra",1042056.25
"361","1991","Fulica atra",1048050
"362","1992","Fulica atra",1077162.5
"363","1993","Fulica atra",1040343.75
"364","1994","Fulica atra",458950
"365","1995","Fulica atra",601087.5
"366","1996","Fulica atra",619925
"367","1997","Fulica atra",765487.5
"368","1998","Fulica atra",935025
"369","1999","Fulica atra",1043255
"370","2000","Fulica atra",732950
"371","2001","Fulica atra",1297218.75
"372","2002","Fulica atra",535156.25
"373","2003","Fulica atra",849400
"374","2004","Fulica atra",525737.5
"375","2005","Fulica atra",349692.5
"376","2006","Fulica atra",358768.75
"377","2007","Fulica atra",968076.25
"378","2008","Fulica atra",812752.5
"379","2009","Fulica atra",958486.25
"380","2010","Fulica atra",609307.5
"381","2011","Fulica atra",485151.25
"382","2012","Fulica atra",415795
"383","2013","Fulica atra",422473.75
"384","2014","Fulica atra",383771.25
"385","2015","Fulica atra",324518.75
"386","1981","Ardea cinerea",166875
"387","1982","Ardea cinerea",124500
"388","1983","Ardea cinerea",170625
"389","1984","Ardea cinerea",124500
"390","1985","Ardea cinerea",213000
"391","1986","Ardea cinerea",144375
"392","1987","Ardea cinerea",217500
"393","1988","Ardea cinerea",247500
"394","1989","Ardea cinerea",247500
"395","1990","Ardea cinerea",99375
"396","1991","Ardea cinerea",172500
"397","1992","Ardea cinerea",127500
"398","1993","Ardea cinerea",217500
"399","1994","Ardea cinerea",166875
"400","1995","Ardea cinerea",185625
"401","1996","Ardea cinerea",125625
"402","1997","Ardea cinerea",153750
"403","1998","Ardea cinerea",191250
"404","1999","Ardea cinerea",181875
"405","2000","Ardea cinerea",78750
"406","2001","Ardea cinerea",110625
"407","2002","Ardea cinerea",59625
"408","2003","Ardea cinerea",59625
"409","2004","Ardea cinerea",54375
"410","2005","Ardea cinerea",22500
"411","2006","Ardea cinerea",32250
"412","2007","Ardea cinerea",39375
"413","2008","Ardea cinerea",11625
"414","2009","Ardea cinerea",17625
"415","2010","Ardea cinerea",12375
"416","2011","Ardea cinerea",22500
"417","2012","Ardea cinerea",12750
"418","2013","Ardea cinerea",21375
"419","2014","Ardea cinerea",3750
"420","2015","Ardea cinerea",17250
"421","1981","Nycticorax nycticorax",3187.5
"422","1982","Nycticorax nycticorax",2125
"423","1983","Nycticorax nycticorax",3825
"424","1984","Nycticorax nycticorax",4037.5
"425","1985","Nycticorax nycticorax",2337.5
"426","1986","Nycticorax nycticorax",2550
"427","1987","Nycticorax nycticorax",1912.5
"428","1988","Nycticorax nycticorax",3187.5
"429","1989","Nycticorax nycticorax",2762.5
"430","1990","Nycticorax nycticorax",637.5
"431","1991","Nycticorax nycticorax",1700
"432","1992","Nycticorax nycticorax",2550
"433","1993","Nycticorax nycticorax",4037.5
"434","1994","Nycticorax nycticorax",4675
"435","1995","Nycticorax nycticorax",7225
"436","1996","Nycticorax nycticorax",3187.5
"437","1997","Nycticorax nycticorax",4675
"438","1998","Nycticorax nycticorax",5100
"439","1999","Nycticorax nycticorax",6587.5
"440","2000","Nycticorax nycticorax",25500
"441","2001","Nycticorax nycticorax",6375
"442","2002","Nycticorax nycticorax",6375
"443","2003","Nycticorax nycticorax",9137.5
"444","2004","Nycticorax nycticorax",14237.5
"445","2005","Nycticorax nycticorax",7650
"446","2006","Nycticorax nycticorax",4887.5
"447","2007","Nycticorax nycticorax",12750
"448","2008","Nycticorax nycticorax",2125
"449","2009","Nycticorax nycticorax",3825
"450","2010","Nycticorax nycticorax",1487.5
"451","2011","Nycticorax nycticorax",6162.5
"452","2012","Nycticorax nycticorax",5312.5
"453","2013","Nycticorax nycticorax",9987.5
"454","2014","Nycticorax nycticorax",13812.5
"455","2015","Nycticorax nycticorax",13600
"456","1981","Phalacrocorax carbo",366187.5
"457","1982","Phalacrocorax carbo",136237.5
"458","1983","Phalacrocorax carbo",261450
"459","1984","Phalacrocorax carbo",275625
"460","1985","Phalacrocorax carbo",606375
"461","1986","Phalacrocorax carbo",358312.5
"462","1987","Phalacrocorax carbo",649687.5
"463","1988","Phalacrocorax carbo",992250
"464","1989","Phalacrocorax carbo",1441125
"465","1990","Phalacrocorax carbo",1118250
"466","1991","Phalacrocorax carbo",1102500
"467","1992","Phalacrocorax carbo",1496250
"468","1993","Phalacrocorax carbo",1324575
"469","1994","Phalacrocorax carbo",1119037.5
"470","1995","Phalacrocorax carbo",1151325
"471","1996","Phalacrocorax carbo",807187.5
"472","1997","Phalacrocorax carbo",699300
"473","1998","Phalacrocorax carbo",1111950
"474","1999","Phalacrocorax carbo",1055250
"475","2000","Phalacrocorax carbo",1126125
"476","2001","Phalacrocorax carbo",857587.5
"477","2002","Phalacrocorax carbo",631575
"478","2003","Phalacrocorax carbo",687487.5
"479","2004","Phalacrocorax carbo",525262.5
"480","2005","Phalacrocorax carbo",151200
"481","2006","Phalacrocorax carbo",516600
"482","2007","Phalacrocorax carbo",618975
"483","2008","Phalacrocorax carbo",98437.5
"484","2009","Phalacrocorax carbo",166950
"485","2010","Phalacrocorax carbo",284287.5
"486","2011","Phalacrocorax carbo",996975
"487","2012","Phalacrocorax carbo",529200
"488","2013","Phalacrocorax carbo",485100
"489","2014","Phalacrocorax carbo",441787.5
"490","2015","Phalacrocorax carbo",285862.5
"491","1981","Pluvialis squatarola",17425
"492","1982","Pluvialis squatarola",14657.5
"493","1983","Pluvialis squatarola",25112.5
"494","1984","Pluvialis squatarola",615
"495","1985","Pluvialis squatarola",8610
"496","1986","Pluvialis squatarola",10455
"497","1987","Pluvialis squatarola",4305
"498","1988","Pluvialis squatarola",0
"499","1989","Pluvialis squatarola",4253.75
"500","1990","Pluvialis squatarola",25830
"501","1991","Pluvialis squatarola",2050
"502","1992","Pluvialis squatarola",8097.5
"503","1993","Pluvialis squatarola",3331.25
"504","1994","Pluvialis squatarola",0
"505","1995","Pluvialis squatarola",2255
"506","1996","Pluvialis squatarola",0
"507","1997","Pluvialis squatarola",5278.75
"508","1998","Pluvialis squatarola",11275
"509","1999","Pluvialis squatarola",8456.25
"510","2000","Pluvialis squatarola",2665
"511","2001","Pluvialis squatarola",0
"512","2002","Pluvialis squatarola",3485
"513","2003","Pluvialis squatarola",2152.5
"514","2004","Pluvialis squatarola",8610
"515","2005","Pluvialis squatarola",5535
"516","2006","Pluvialis squatarola",102.5
"517","2007","Pluvialis squatarola",15887.5
"518","2008","Pluvialis squatarola",6918.75
"519","2009","Pluvialis squatarola",6252.5
"520","2010","Pluvialis squatarola",22396.25
"521","2011","Pluvialis squatarola",47098.75
"522","2012","Pluvialis squatarola",11838.75
"523","2013","Pluvialis squatarola",26035
"524","2014","Pluvialis squatarola",26906.25
"525","2015","Pluvialis squatarola",30801.25
"526","1981","Charadrius hiaticula",325
"527","1982","Charadrius hiaticula",536.25
"528","1983","Charadrius hiaticula",780
"529","1984","Charadrius hiaticula",0
"530","1985","Charadrius hiaticula",243.75
"531","1986","Charadrius hiaticula",617.5
"532","1987","Charadrius hiaticula",1316.25
"533","1988","Charadrius hiaticula",0
"534","1989","Charadrius hiaticula",1868.75
"535","1990","Charadrius hiaticula",1527.5
"536","1991","Charadrius hiaticula",0
"537","1992","Charadrius hiaticula",1056.25
"538","1993","Charadrius hiaticula",1007.5
"539","1994","Charadrius hiaticula",162.5
"540","1995","Charadrius hiaticula",0
"541","1996","Charadrius hiaticula",0
"542","1997","Charadrius hiaticula",438.75
"543","1998","Charadrius hiaticula",2453.75
"544","1999","Charadrius hiaticula",0
"545","2000","Charadrius hiaticula",585
"546","2001","Charadrius hiaticula",0
"547","2002","Charadrius hiaticula",1543.75
"548","2003","Charadrius hiaticula",325
"549","2004","Charadrius hiaticula",1462.5
"550","2005","Charadrius hiaticula",3867.5
"551","2006","Charadrius hiaticula",113.75
"552","2007","Charadrius hiaticula",601.25
"553","2008","Charadrius hiaticula",893.75
"554","2009","Charadrius hiaticula",861.25
"555","2010","Charadrius hiaticula",666.25
"556","2011","Charadrius hiaticula",7735
"557","2012","Charadrius hiaticula",6890
"558","2013","Charadrius hiaticula",2486.25
"559","2014","Charadrius hiaticula",3770
"560","2015","Charadrius hiaticula",2697.5
"561","1981","Gallinago gallinago",3650
"562","1982","Gallinago gallinago",1350
"563","1983","Gallinago gallinago",3800
"564","1984","Gallinago gallinago",10500
"565","1985","Gallinago gallinago",9300
"566","1986","Gallinago gallinago",3475
"567","1987","Gallinago gallinago",0
"568","1988","Gallinago gallinago",2325
"569","1989","Gallinago gallinago",1175
"570","1990","Gallinago gallinago",0
"571","1991","Gallinago gallinago",0
"572","1992","Gallinago gallinago",1500
"573","1993","Gallinago gallinago",0
"574","1994","Gallinago gallinago",0
"575","1995","Gallinago gallinago",5500
"576","1996","Gallinago gallinago",0
"577","1997","Gallinago gallinago",0
"578","1998","Gallinago gallinago",1050
"579","1999","Gallinago gallinago",0
"580","2000","Gallinago gallinago",3275
"581","2001","Gallinago gallinago",650
"582","2002","Gallinago gallinago",50
"583","2003","Gallinago gallinago",200
"584","2004","Gallinago gallinago",1850
"585","2005","Gallinago gallinago",675
"586","2006","Gallinago gallinago",1450
"587","2007","Gallinago gallinago",1775
"588","2008","Gallinago gallinago",3000
"589","2009","Gallinago gallinago",2200
"590","2010","Gallinago gallinago",975
"591","2011","Gallinago gallinago",600
"592","2012","Gallinago gallinago",1350
"593","2013","Gallinago gallinago",2300
"594","2014","Gallinago gallinago",1400
"595","2015","Gallinago gallinago",1475
"596","1981","Numenius arquata",229.375
"597","1982","Numenius arquata",229.375
"598","1983","Numenius arquata",0
"599","1984","Numenius arquata",0
"600","1985","Numenius arquata",0
"601","1986","Numenius arquata",0
"602","1987","Numenius arquata",10321.875
"603","1988","Numenius arquata",0
"604","1989","Numenius arquata",1835
"605","1990","Numenius arquata",458.75
"606","1991","Numenius arquata",0
"607","1992","Numenius arquata",0
"608","1993","Numenius arquata",229.375
"609","1994","Numenius arquata",0
"610","1995","Numenius arquata",458.75
"611","1996","Numenius arquata",0
"612","1997","Numenius arquata",0
"613","1998","Numenius arquata",229.375
"614","1999","Numenius arquata",0
"615","2000","Numenius arquata",229.375
"616","2001","Numenius arquata",0
"617","2002","Numenius arquata",0
"618","2003","Numenius arquata",1605.625
"619","2004","Numenius arquata",0
"620","2005","Numenius arquata",0
"621","2006","Numenius arquata",0
"622","2007","Numenius arquata",5963.75
"623","2008","Numenius arquata",7110.625
"624","2009","Numenius arquata",61472.5
"625","2010","Numenius arquata",10780.625
"626","2011","Numenius arquata",269515.625
"627","2012","Numenius arquata",468383.75
"628","2013","Numenius arquata",561280.625
"629","2014","Numenius arquata",363100.625
"630","2015","Numenius arquata",476411.875
"631","1981","Tringa nebularia",51.25
"632","1982","Tringa nebularia",153.75
"633","1983","Tringa nebularia",0
"634","1984","Tringa nebularia",0
"635","1985","Tringa nebularia",0
"636","1986","Tringa nebularia",0
"637","1987","Tringa nebularia",153.75
"638","1988","Tringa nebularia",0
"639","1989","Tringa nebularia",0
"640","1990","Tringa nebularia",0
"641","1991","Tringa nebularia",0
"642","1992","Tringa nebularia",0
"643","1993","Tringa nebularia",0
"644","1994","Tringa nebularia",0
"645","1995","Tringa nebularia",0
"646","1996","Tringa nebularia",0
"647","1997","Tringa nebularia",461.25
"648","1998","Tringa nebularia",256.25
"649","1999","Tringa nebularia",0
"650","2000","Tringa nebularia",922.5
"651","2001","Tringa nebularia",2101.25
"652","2002","Tringa nebularia",1845
"653","2003","Tringa nebularia",256.25
"654","2004","Tringa nebularia",410
"655","2005","Tringa nebularia",51.25
"656","2006","Tringa nebularia",51.25
"657","2007","Tringa nebularia",2152.5
"658","2008","Tringa nebularia",3741.25
"659","2009","Tringa nebularia",666.25
"660","2010","Tringa nebularia",1127.5
"661","2011","Tringa nebularia",3023.75
"662","2012","Tringa nebularia",3843.75
"663","2013","Tringa nebularia",2665
"664","2014","Tringa nebularia",1640
"665","2015","Tringa nebularia",358.75
"666","1981","Calidris canutus",765
"667","1982","Calidris canutus",5312.5
"668","1983","Calidris canutus",2380
"669","1984","Calidris canutus",0
"670","1985","Calidris canutus",255
"671","1986","Calidris canutus",2040
"672","1987","Calidris canutus",4590
"673","1988","Calidris canutus",0
"674","1989","Calidris canutus",0
"675","1990","Calidris canutus",552.5
"676","1991","Calidris canutus",0
"677","1992","Calidris canutus",2252.5
"678","1993","Calidris canutus",0
"679","1994","Calidris canutus",255
"680","1995","Calidris canutus",0
"681","1996","Calidris canutus",0
"682","1997","Calidris canutus",0
"683","1998","Calidris canutus",4717.5
"684","1999","Calidris canutus",297.5
"685","2000","Calidris canutus",1657.5
"686","2001","Calidris canutus",0
"687","2002","Calidris canutus",4632.5
"688","2003","Calidris canutus",2040
"689","2004","Calidris canutus",4165
"690","2005","Calidris canutus",0
"691","2006","Calidris canutus",0
"692","2007","Calidris canutus",722.5
"693","2008","Calidris canutus",3952.5
"694","2009","Calidris canutus",2167.5
"695","2010","Calidris canutus",4547.5
"696","2011","Calidris canutus",22100
"697","2012","Calidris canutus",3272.5
"698","2013","Calidris canutus",6417.5
"699","2014","Calidris canutus",850
"700","2015","Calidris canutus",807.5
"701","1981","Calidris alpina",244912.5
"702","1982","Calidris alpina",402750
"703","1983","Calidris alpina",487125
"704","1984","Calidris alpina",452250
"705","1985","Calidris alpina",121275
"706","1986","Calidris alpina",150750
"707","1987","Calidris alpina",327375
"708","1988","Calidris alpina",23625
"709","1989","Calidris alpina",212625
"710","1990","Calidris alpina",131962.5
"711","1991","Calidris alpina",6525
"712","1992","Calidris alpina",228375
"713","1993","Calidris alpina",49500
"714","1994","Calidris alpina",4500
"715","1995","Calidris alpina",652.5
"716","1996","Calidris alpina",23625
"717","1997","Calidris alpina",0
"718","1998","Calidris alpina",86625
"719","1999","Calidris alpina",23062.5
"720","2000","Calidris alpina",50906.25
"721","2001","Calidris alpina",5062.5
"722","2002","Calidris alpina",19012.5
"723","2003","Calidris alpina",27562.5
"724","2004","Calidris alpina",70875
"725","2005","Calidris alpina",54000
"726","2006","Calidris alpina",1912.5
"727","2007","Calidris alpina",57543.75
"728","2008","Calidris alpina",8088.75
"729","2009","Calidris alpina",46462.5
"730","2010","Calidris alpina",60997.5
"731","2011","Calidris alpina",380373.75
"732","2012","Calidris alpina",242257.5
"733","2013","Calidris alpina",111802.5
"734","2014","Calidris alpina",207180
"735","2015","Calidris alpina",149208.75
"736","1981","Anas querquedula",0
"737","1982","Anas querquedula",97.5
"738","1983","Anas querquedula",97.5
"739","1984","Anas querquedula",0
"740","1985","Anas querquedula",0
"741","1986","Anas querquedula",0
"742","1987","Anas querquedula",0
"743","1988","Anas querquedula",0
"744","1989","Anas querquedula",0
"745","1990","Anas querquedula",0
"746","1991","Anas querquedula",0
"747","1992","Anas querquedula",0
"748","1993","Anas querquedula",0
"749","1994","Anas querquedula",0
"750","1995","Anas querquedula",0
"751","1996","Anas querquedula",0
"752","1997","Anas querquedula",0
"753","1998","Anas querquedula",0
