"","dates","sp_all","abundance_cold"
"759","2004","Anas querquedula",0
"760","2005","Anas querquedula",0
"761","2006","Anas querquedula",0
"762","2007","Anas querquedula",2.5
"763","2008","Anas querquedula",0
"764","2009","Anas querquedula",0
"765","2010","Anas querquedula",0
"766","2011","Anas querquedula",0
"767","2012","Anas querquedula",0
"768","2013","Anas querquedula",0
"769","2014","Anas querquedula",0
"770","2015","Anas querquedula",0
"771","1981","Tachybaptus ruficollis",65
"772","1982","Tachybaptus ruficollis",246
"773","1983","Tachybaptus ruficollis",438
"774","1984","Tachybaptus ruficollis",187.75
"775","1985","Tachybaptus ruficollis",285.5
"776","1986","Tachybaptus ruficollis",119
"777","1987","Tachybaptus ruficollis",540
"778","1988","Tachybaptus ruficollis",1053.5
"779","1989","Tachybaptus ruficollis",1203.75
"780","1990","Tachybaptus ruficollis",1126.5
"781","1991","Tachybaptus ruficollis",1116
"782","1992","Tachybaptus ruficollis",2097.5
"783","1993","Tachybaptus ruficollis",3080
"784","1994","Tachybaptus ruficollis",2550
"785","1995","Tachybaptus ruficollis",1739
"786","1996","Tachybaptus ruficollis",1340.5
"787","1997","Tachybaptus ruficollis",1036.75
"788","1998","Tachybaptus ruficollis",1899
"789","1999","Tachybaptus ruficollis",2306
"790","2000","Tachybaptus ruficollis",3346.5
"791","2001","Tachybaptus ruficollis",2844.5
"792","2002","Tachybaptus ruficollis",1462.5
"793","2003","Tachybaptus ruficollis",842
"794","2004","Tachybaptus ruficollis",361.75
"795","2005","Tachybaptus ruficollis",162.5
"796","2006","Tachybaptus ruficollis",178
"797","2007","Tachybaptus ruficollis",322.75
"798","2008","Tachybaptus ruficollis",243.25
"799","2009","Tachybaptus ruficollis",383.5
"800","2010","Tachybaptus ruficollis",410
"801","2011","Tachybaptus ruficollis",232
"802","2012","Tachybaptus ruficollis",236.25
"803","2013","Tachybaptus ruficollis",238.75
"804","2014","Tachybaptus ruficollis",561.75
"805","2015","Tachybaptus ruficollis",1098
"806","1981","Cygnus olor",357.5
"807","1982","Cygnus olor",216
"808","1983","Cygnus olor",537.75
"809","1984","Cygnus olor",686.25
"810","1985","Cygnus olor",1964
"811","1986","Cygnus olor",1271.75
"812","1987","Cygnus olor",1367
"813","1988","Cygnus olor",1529.5
"814","1989","Cygnus olor",1740.5
"815","1990","Cygnus olor",1818.5
"816","1991","Cygnus olor",1835.25
"817","1992","Cygnus olor",1163
"818","1993","Cygnus olor",1039.5
"819","1994","Cygnus olor",652.5
"820","1995","Cygnus olor",521.5
"821","1996","Cygnus olor",1022
"822","1997","Cygnus olor",828.25
"823","1998","Cygnus olor",902
"824","1999","Cygnus olor",667.25
"825","2000","Cygnus olor",658.5
"826","2001","Cygnus olor",674.5
"827","2002","Cygnus olor",606
"828","2003","Cygnus olor",620.5
"829","2004","Cygnus olor",390
"830","2005","Cygnus olor",314.5
"831","2006","Cygnus olor",174.75
"832","2007","Cygnus olor",253
"833","2008","Cygnus olor",297.5
"834","2009","Cygnus olor",497.25
"835","2010","Cygnus olor",617.5
"836","2011","Cygnus olor",184
"837","2012","Cygnus olor",693
"838","2013","Cygnus olor",285.75
"839","2014","Cygnus olor",480.25
"840","2015","Cygnus olor",339
"841","1981","Chroicocephalus ridibundus",975
"842","1982","Chroicocephalus ridibundus",1552.5
"843","1983","Chroicocephalus ridibundus",10192.5
"844","1984","Chroicocephalus ridibundus",3815
"845","1985","Chroicocephalus ridibundus",8347.5
"846","1986","Chroicocephalus ridibundus",5625
"847","1987","Chroicocephalus ridibundus",10157.5
"848","1988","Chroicocephalus ridibundus",5915
"849","1989","Chroicocephalus ridibundus",7110
"850","1990","Chroicocephalus ridibundus",11955
"851","1991","Chroicocephalus ridibundus",8442.5
"852","1992","Chroicocephalus ridibundus",10862.5
"853","1993","Chroicocephalus ridibundus",11850
"854","1994","Chroicocephalus ridibundus",14042.5
"855","1995","Chroicocephalus ridibundus",8450
"856","1996","Chroicocephalus ridibundus",3687.5
"857","1997","Chroicocephalus ridibundus",3967.5
"858","1998","Chroicocephalus ridibundus",4550
"859","1999","Chroicocephalus ridibundus",8337.5
"860","2000","Chroicocephalus ridibundus",8187.5
"861","2001","Chroicocephalus ridibundus",4045
"862","2002","Chroicocephalus ridibundus",2895
"863","2003","Chroicocephalus ridibundus",8318.75
"864","2004","Chroicocephalus ridibundus",5332
"865","2005","Chroicocephalus ridibundus",5866.25
"866","2006","Chroicocephalus ridibundus",1950
"867","2007","Chroicocephalus ridibundus",12965
"868","2008","Chroicocephalus ridibundus",1464.5
"869","2009","Chroicocephalus ridibundus",32.5
"870","2010","Chroicocephalus ridibundus",1943.75
"871","2011","Chroicocephalus ridibundus",1278.5
"872","2012","Chroicocephalus ridibundus",700.5
"873","2013","Chroicocephalus ridibundus",452.5
"874","2014","Chroicocephalus ridibundus",678
"875","2015","Chroicocephalus ridibundus",810
"876","1981","Limosa limosa",12.5
"877","1982","Limosa limosa",7.5
"878","1983","Limosa limosa",0
"879","1984","Limosa limosa",0
"880","1985","Limosa limosa",6.5
"881","1986","Limosa limosa",71.25
"882","1987","Limosa limosa",313
"883","1988","Limosa limosa",14.5
"884","1989","Limosa limosa",44.75
"885","1990","Limosa limosa",56.75
"886","1991","Limosa limosa",7.75
"887","1992","Limosa limosa",0
"888","1993","Limosa limosa",0
"889","1994","Limosa limosa",479
"890","1995","Limosa limosa",361.5
"891","1996","Limosa limosa",0
"892","1997","Limosa limosa",575
"893","1998","Limosa limosa",932.75
"894","1999","Limosa limosa",455
"895","2000","Limosa limosa",1111.5
"896","2001","Limosa limosa",1074
"897","2002","Limosa limosa",2009.5
"898","2003","Limosa limosa",3067.25
"899","2004","Limosa limosa",8990.5
"900","2005","Limosa limosa",8798.25
"901","2006","Limosa limosa",3739.25
"902","2007","Limosa limosa",6464.25
"903","2008","Limosa limosa",14278.75
"904","2009","Limosa limosa",7593.5
"905","2010","Limosa limosa",16610.75
"906","2011","Limosa limosa",9359.5
"907","2012","Limosa limosa",16801.25
"908","2013","Limosa limosa",21797.75
"909","2014","Limosa limosa",21097.5
"910","2015","Limosa limosa",20439.25
"911","1981","Tringa totanus",58.5
"912","1982","Tringa totanus",7.5
"913","1983","Tringa totanus",63
"914","1984","Tringa totanus",0
"915","1985","Tringa totanus",23.25
"916","1986","Tringa totanus",0
"917","1987","Tringa totanus",39.75
"918","1988","Tringa totanus",0
"919","1989","Tringa totanus",32.75
"920","1990","Tringa totanus",0
"921","1991","Tringa totanus",0
"922","1992","Tringa totanus",0
"923","1993","Tringa totanus",9.75
"924","1994","Tringa totanus",0
"925","1995","Tringa totanus",0
"926","1996","Tringa totanus",0
"927","1997","Tringa totanus",0
"928","1998","Tringa totanus",80
"929","1999","Tringa totanus",0
"930","2000","Tringa totanus",9
"931","2001","Tringa totanus",0
"932","2002","Tringa totanus",51.25
"933","2003","Tringa totanus",76
"934","2004","Tringa totanus",38
"935","2005","Tringa totanus",38.5
"936","2006","Tringa totanus",16.5
"937","2007","Tringa totanus",79.25
"938","2008","Tringa totanus",119.5
"939","2009","Tringa totanus",140
"940","2010","Tringa totanus",557.5
"941","2011","Tringa totanus",295.75
"942","2012","Tringa totanus",592.25
"943","2013","Tringa totanus",756.5
"944","2014","Tringa totanus",915.25
"945","2015","Tringa totanus",1308.5
"946","1981","Anser anser",0
"947","1982","Anser anser",67.5
"948","1983","Anser anser",187.25
"949","1984","Anser anser",260
"950","1985","Anser anser",740.5
"951","1986","Anser anser",42
"952","1987","Anser anser",15.75
"953","1988","Anser anser",3247
"954","1989","Anser anser",3495.5
"955","1990","Anser anser",2872.75
"956","1991","Anser anser",2225
"957","1992","Anser anser",2288.75
"958","1993","Anser anser",2562
"959","1994","Anser anser",2560.25
"960","1995","Anser anser",2350.25
"961","1996","Anser anser",2603
"962","1997","Anser anser",2488
"963","1998","Anser anser",2334.25
"964","1999","Anser anser",1700
"965","2000","Anser anser",1973.5
"966","2001","Anser anser",2749.75
"967","2002","Anser anser",3529.75
"968","2003","Anser anser",3933
"969","2004","Anser anser",4592
"970","2005","Anser anser",1918.25
"971","2006","Anser anser",939.75
"972","2007","Anser anser",588.75
"973","2008","Anser anser",861
"974","2009","Anser anser",475
"975","2010","Anser anser",518
"976","2011","Anser anser",889.75
"977","2012","Anser anser",2037
"978","2013","Anser anser",2251.75
"979","2014","Anser anser",1259.5
"980","2015","Anser anser",2447
"981","1981","Ciconia ciconia",0
"982","1982","Ciconia ciconia",0
"983","1983","Ciconia ciconia",20.25
"984","1984","Ciconia ciconia",71
"985","1985","Ciconia ciconia",115.5
"986","1986","Ciconia ciconia",139
"987","1987","Ciconia ciconia",254
"988","1988","Ciconia ciconia",190
"989","1989","Ciconia ciconia",321.25
"990","1990","Ciconia ciconia",322.75
"991","1991","Ciconia ciconia",385
"992","1992","Ciconia ciconia",516
"993","1993","Ciconia ciconia",680.5
"994","1994","Ciconia ciconia",1532.75
"995","1995","Ciconia ciconia",1563
"996","1996","Ciconia ciconia",1928.75
"997","1997","Ciconia ciconia",2713.75
"998","1998","Ciconia ciconia",2860.5
"999","1999","Ciconia ciconia",2647.5
"1000","2000","Ciconia ciconia",3707.75
"1001","2001","Ciconia ciconia",3326.5
"1002","2002","Ciconia ciconia",4690.5
"1003","2003","Ciconia ciconia",4569
"1004","2004","Ciconia ciconia",3883.75
"1005","2005","Ciconia ciconia",4208.25
"1006","2006","Ciconia ciconia",3539
"1007","2007","Ciconia ciconia",3226
"1008","2008","Ciconia ciconia",11.25
"1009","2009","Ciconia ciconia",66
"1010","2010","Ciconia ciconia",221.25
"1011","2011","Ciconia ciconia",96.25
"1012","2012","Ciconia ciconia",91.75
"1013","2013","Ciconia ciconia",51.25
"1014","2014","Ciconia ciconia",68.5
"1015","2015","Ciconia ciconia",127.5
"1016","1981","Charadrius dubius",0
"1017","1982","Charadrius dubius",7.5
"1018","1983","Charadrius dubius",0
"1019","1984","Charadrius dubius",0
"1020","1985","Charadrius dubius",0
"1021","1986","Charadrius dubius",0
"1022","1987","Charadrius dubius",0
"1023","1988","Charadrius dubius",0
"1024","1989","Charadrius dubius",0
"1025","1990","Charadrius dubius",0
"1026","1991","Charadrius dubius",0
"1027","1992","Charadrius dubius",0
"1028","1993","Charadrius dubius",0
"1029","1994","Charadrius dubius",0
"1030","1995","Charadrius dubius",0
"1031","1996","Charadrius dubius",0
"1032","1997","Charadrius dubius",0
"1033","1998","Charadrius dubius",0
"1034","1999","Charadrius dubius",0
"1035","2000","Charadrius dubius",0
"1036","2001","Charadrius dubius",0
"1037","2002","Charadrius dubius",0
"1038","2003","Charadrius dubius",0
"1039","2004","Charadrius dubius",0
"1040","2005","Charadrius dubius",0
"1041","2006","Charadrius dubius",0
"1042","2007","Charadrius dubius",0
"1043","2008","Charadrius dubius",0
"1044","2009","Charadrius dubius",0
"1045","2010","Charadrius dubius",0
"1046","2011","Charadrius dubius",0
"1047","2012","Charadrius dubius",0
"1048","2013","Charadrius dubius",0
"1049","2014","Charadrius dubius",0
"1050","2015","Charadrius dubius",0
"1051","1981","Tringa ochropus",0
"1052","1982","Tringa ochropus",0
"1053","1983","Tringa ochropus",0
"1054","1984","Tringa ochropus",0
"1055","1985","Tringa ochropus",0
"1056","1986","Tringa ochropus",0
"1057","1987","Tringa ochropus",0
"1058","1988","Tringa ochropus",0
"1059","1989","Tringa ochropus",0
"1060","1990","Tringa ochropus",0
"1061","1991","Tringa ochropus",0
"1062","1992","Tringa ochropus",0
"1063","1993","Tringa ochropus",0
"1064","1994","Tringa ochropus",0
"1065","1995","Tringa ochropus",0
"1066","1996","Tringa ochropus",0
"1067","1997","Tringa ochropus",0
"1068","1998","Tringa ochropus",0
"1069","1999","Tringa ochropus",0
"1070","2000","Tringa ochropus",0
"1071","2001","Tringa ochropus",0
"1072","2002","Tringa ochropus",0
"1073","2003","Tringa ochropus",0
"1074","2004","Tringa ochropus",0
"1075","2005","Tringa ochropus",0
"1076","2006","Tringa ochropus",0
"1077","2007","Tringa ochropus",9
"1078","2008","Tringa ochropus",6.5
"1079","2009","Tringa ochropus",77
"1080","2010","Tringa ochropus",41.5
"1081","2011","Tringa ochropus",4.25
"1082","2012","Tringa ochropus",0
"1083","2013","Tringa ochropus",34
"1084","2014","Tringa ochropus",0
"1085","2015","Tringa ochropus",0
"1086","1981","Actitis hypoleucos",0
"1087","1982","Actitis hypoleucos",0
"1088","1983","Actitis hypoleucos",8
"1089","1984","Actitis hypoleucos",0
"1090","1985","Actitis hypoleucos",14
"1091","1986","Actitis hypoleucos",0
"1092","1987","Actitis hypoleucos",0
"1093","1988","Actitis hypoleucos",0
"1094","1989","Actitis hypoleucos",0
"1095","1990","Actitis hypoleucos",0
"1096","1991","Actitis hypoleucos",0
"1097","1992","Actitis hypoleucos",0
"1098","1993","Actitis hypoleucos",0
"1099","1994","Actitis hypoleucos",0
"1100","1995","Actitis hypoleucos",0
"1101","1996","Actitis hypoleucos",8
"1102","1997","Actitis hypoleucos",0
"1103","1998","Actitis hypoleucos",20.5
"1104","1999","Actitis hypoleucos",0
"1105","2000","Actitis hypoleucos",68
"1106","2001","Actitis hypoleucos",0
"1107","2002","Actitis hypoleucos",62
"1108","2003","Actitis hypoleucos",31
"1109","2004","Actitis hypoleucos",0
"1110","2005","Actitis hypoleucos",38.5
"1111","2006","Actitis hypoleucos",23
"1112","2007","Actitis hypoleucos",24.5
"1113","2008","Actitis hypoleucos",2.25
"1114","2009","Actitis hypoleucos",29
"1115","2010","Actitis hypoleucos",84
"1116","2011","Actitis hypoleucos",5.75
"1117","2012","Actitis hypoleucos",0
"1118","2013","Actitis hypoleucos",26.5
"1119","2014","Actitis hypoleucos",47.25
"1120","2015","Actitis hypoleucos",11.75
"1121","1981","Bubulcus ibis",0
"1122","1982","Bubulcus ibis",0
"1123","1983","Bubulcus ibis",0
"1124","1984","Bubulcus ibis",0
"1125","1985","Bubulcus ibis",0
"1126","1986","Bubulcus ibis",0
"1127","1987","Bubulcus ibis",0
"1128","1988","Bubulcus ibis",0
"1129","1989","Bubulcus ibis",63.5
"1130","1990","Bubulcus ibis",230.75
"1131","1991","Bubulcus ibis",206
"1132","1992","Bubulcus ibis",673.25
"1133","1993","Bubulcus ibis",604.5
"1134","1994","Bubulcus ibis",1768
"1135","1995","Bubulcus ibis",1739.75
"1136","1996","Bubulcus ibis",1772.5
"1137","1997","Bubulcus ibis",1751.75
"1138","1998","Bubulcus ibis",2247.75
"1139","1999","Bubulcus ibis",5304
"1140","2000","Bubulcus ibis",3102.5
"1141","2001","Bubulcus ibis",1450
"1142","2002","Bubulcus ibis",287
"1143","2003","Bubulcus ibis",694.25
"1144","2004","Bubulcus ibis",526.75
"1145","2005","Bubulcus ibis",254.5
"1146","2006","Bubulcus ibis",241.25
"1147","2007","Bubulcus ibis",216.25
"1148","2008","Bubulcus ibis",118.5
"1149","2009","Bubulcus ibis",318.75
"1150","2010","Bubulcus ibis",73.5
"1151","2011","Bubulcus ibis",17.25
"1152","2012","Bubulcus ibis",83
"1153","2013","Bubulcus ibis",21.25
"1154","2014","Bubulcus ibis",24
"1155","2015","Bubulcus ibis",30.5
"1156","1981","Arenaria interpres",5.25
"1157","1982","Arenaria interpres",7.5
"1158","1983","Arenaria interpres",0
"1159","1984","Arenaria interpres",0
"1160","1985","Arenaria interpres",0
"1161","1986","Arenaria interpres",0
"1162","1987","Arenaria interpres",0
"1163","1988","Arenaria interpres",0
"1164","1989","Arenaria interpres",0
"1165","1990","Arenaria interpres",8.75
"1166","1991","Arenaria interpres",0
"1167","1992","Arenaria interpres",0
"1168","1993","Arenaria interpres",0
"1169","1994","Arenaria interpres",0
"1170","1995","Arenaria interpres",0
"1171","1996","Arenaria interpres",0
"1172","1997","Arenaria interpres",0
"1173","1998","Arenaria interpres",0
"1174","1999","Arenaria interpres",0
"1175","2000","Arenaria interpres",470.25
"1176","2001","Arenaria interpres",0
"1177","2002","Arenaria interpres",10.25
"1178","2003","Arenaria interpres",9.5
"1179","2004","Arenaria interpres",38
"1180","2005","Arenaria interpres",0
"1181","2006","Arenaria interpres",0
"1182","2007","Arenaria interpres",0
"1183","2008","Arenaria interpres",12.25
"1184","2009","Arenaria interpres",0
"1185","2010","Arenaria interpres",51.5
"1186","2011","Arenaria interpres",36.75
"1187","2012","Arenaria interpres",46
"1188","2013","Arenaria interpres",0
"1189","2014","Arenaria interpres",83.25
"1190","2015","Arenaria interpres",47
"1191","1981","Numenius phaeopus",0
"1192","1982","Numenius phaeopus",0
"1193","1983","Numenius phaeopus",0
"1194","1984","Numenius phaeopus",0
"1195","1985","Numenius phaeopus",0
"1196","1986","Numenius phaeopus",0
"1197","1987","Numenius phaeopus",0
"1198","1988","Numenius phaeopus",0
"1199","1989","Numenius phaeopus",0
"1200","1990","Numenius phaeopus",0
"1201","1991","Numenius phaeopus",0
"1202","1992","Numenius phaeopus",0
"1203","1993","Numenius phaeopus",0
"1204","1994","Numenius phaeopus",0
"1205","1995","Numenius phaeopus",0
"1206","1996","Numenius phaeopus",0
"1207","1997","Numenius phaeopus",0
"1208","1998","Numenius phaeopus",0
"1209","1999","Numenius phaeopus",0
"1210","2000","Numenius phaeopus",594
"1211","2001","Numenius phaeopus",0
"1212","2002","Numenius phaeopus",0
"1213","2003","Numenius phaeopus",0
"1214","2004","Numenius phaeopus",0
"1215","2005","Numenius phaeopus",0
"1216","2006","Numenius phaeopus",0
"1217","2007","Numenius phaeopus",0
"1218","2008","Numenius phaeopus",0
"1219","2009","Numenius phaeopus",0
"1220","2010","Numenius phaeopus",0
"1221","2011","Numenius phaeopus",19.25
"1222","2012","Numenius phaeopus",25.25
"1223","2013","Numenius phaeopus",8.75
"1224","2014","Numenius phaeopus",19.5
"1225","2015","Numenius phaeopus",19.5
"1226","1981","Limosa lapponica",0
"1227","1982","Limosa lapponica",6.75
"1228","1983","Limosa lapponica",0
"1229","1984","Limosa lapponica",0
"1230","1985","Limosa lapponica",0
"1231","1986","Limosa lapponica",0
"1232","1987","Limosa lapponica",0
"1233","1988","Limosa lapponica",0
"1234","1989","Limosa lapponica",0
"1235","1990","Limosa lapponica",0
"1236","1991","Limosa lapponica",0
"1237","1992","Limosa lapponica",0
"1238","1993","Limosa lapponica",0
"1239","1994","Limosa lapponica",0
"1240","1995","Limosa lapponica",0
"1241","1996","Limosa lapponica",0
"1242","1997","Limosa lapponica",0
"1243","1998","Limosa lapponica",161
"1244","1999","Limosa lapponica",0
"1245","2000","Limosa lapponica",243
"1246","2001","Limosa lapponica",0
"1247","2002","Limosa lapponica",44.5
"1248","2003","Limosa lapponica",19
"1249","2004","Limosa lapponica",279.25
"1250","2005","Limosa lapponica",0
"1251","2006","Limosa lapponica",0
"1252","2007","Limosa lapponica",63.5
"1253","2008","Limosa lapponica",0
"1254","2009","Limosa lapponica",42
"1255","2010","Limosa lapponica",6526
"1256","2011","Limosa lapponica",1070.5
"1257","2012","Limosa lapponica",760.75
"1258","2013","Limosa lapponica",3830.75
"1259","2014","Limosa lapponica",845
"1260","2015","Limosa lapponica",62
"1261","1981","Calidris ferruginea",6
"1262","1982","Calidris ferruginea",0
"1263","1983","Calidris ferruginea",8
"1264","1984","Calidris ferruginea",0
"1265","1985","Calidris ferruginea",23.25
"1266","1986","Calidris ferruginea",0
"1267","1987","Calidris ferruginea",7.75
"1268","1988","Calidris ferruginea",0
"1269","1989","Calidris ferruginea",0
"1270","1990","Calidris ferruginea",0
"1271","1991","Calidris ferruginea",0
"1272","1992","Calidris ferruginea",0
"1273","1993","Calidris ferruginea",0
"1274","1994","Calidris ferruginea",0
"1275","1995","Calidris ferruginea",0
"1276","1996","Calidris ferruginea",0
"1277","1997","Calidris ferruginea",0
"1278","1998","Calidris ferruginea",0
"1279","1999","Calidris ferruginea",0
"1280","2000","Calidris ferruginea",0
"1281","2001","Calidris ferruginea",0
"1282","2002","Calidris ferruginea",0
"1283","2003","Calidris ferruginea",0
"1284","2004","Calidris ferruginea",0
"1285","2005","Calidris ferruginea",0
"1286","2006","Calidris ferruginea",0
"1287","2007","Calidris ferruginea",0
"1288","2008","Calidris ferruginea",0
"1289","2009","Calidris ferruginea",0
"1290","2010","Calidris ferruginea",0
"1291","2011","Calidris ferruginea",25.5
"1292","2012","Calidris ferruginea",0
"1293","2013","Calidris ferruginea",48.25
"1294","2014","Calidris ferruginea",58.5
"1295","2015","Calidris ferruginea",0
"1296","1981","Egretta garzetta",157.5
"1297","1982","Egretta garzetta",225
"1298","1983","Egretta garzetta",731.5
"1299","1984","Egretta garzetta",305.75
"1300","1985","Egretta garzetta",12231.25
"1301","1986","Egretta garzetta",5898
"1302","1987","Egretta garzetta",2217
"1303","1988","Egretta garzetta",13565
"1304","1989","Egretta garzetta",3652.5
"1305","1990","Egretta garzetta",897.5
"1306","1991","Egretta garzetta",3458.75
"1307","1992","Egretta garzetta",1670
"1308","1993","Egretta garzetta",2438
"1309","1994","Egretta garzetta",1801.25
"1310","1995","Egretta garzetta",1918.75
"1311","1996","Egretta garzetta",2295
"1312","1997","Egretta garzetta",1585
"1313","1998","Egretta garzetta",2297.5
"1314","1999","Egretta garzetta",2552.75
"1315","2000","Egretta garzetta",2532.75
"1316","2001","Egretta garzetta",3787
"1317","2002","Egretta garzetta",3716
"1318","2003","Egretta garzetta",3080
"1319","2004","Egretta garzetta",3642.75
"1320","2005","Egretta garzetta",1504.75
"1321","2006","Egretta garzetta",1194.25
"1322","2007","Egretta garzetta",1824
"1323","2008","Egretta garzetta",460
"1324","2009","Egretta garzetta",1279.5
"1325","2010","Egretta garzetta",1971.5
"1326","2011","Egretta garzetta",1609.25
"1327","2012","Egretta garzetta",2736.75
"1328","2013","Egretta garzetta",801.25
"1329","2014","Egretta garzetta",1853.25
"1330","2015","Egretta garzetta",1090.25
"1331","1981","Calidris minuta",17.5
"1332","1982","Calidris minuta",7.5
"1333","1983","Calidris minuta",177
"1334","1984","Calidris minuta",120
"1335","1985","Calidris minuta",31
"1336","1986","Calidris minuta",0
"1337","1987","Calidris minuta",25.5
"1338","1988","Calidris minuta",0
"1339","1989","Calidris minuta",464.25
"1340","1990","Calidris minuta",359.75
"1341","1991","Calidris minuta",162.75
"1342","1992","Calidris minuta",345.75
"1343","1993","Calidris minuta",292.5
"1344","1994","Calidris minuta",0
"1345","1995","Calidris minuta",82.5
"1346","1996","Calidris minuta",0
"1347","1997","Calidris minuta",33
"1348","1998","Calidris minuta",51.25
"1349","1999","Calidris minuta",222
"1350","2000","Calidris minuta",286.75
"1351","2001","Calidris minuta",0
"1352","2002","Calidris minuta",546
"1353","2003","Calidris minuta",10.25
"1354","2004","Calidris minuta",55.5
"1355","2005","Calidris minuta",28.5
"1356","2006","Calidris minuta",153.25
"1357","2007","Calidris minuta",1044
"1358","2008","Calidris minuta",8.5
"1359","2009","Calidris minuta",244.5
"1360","2010","Calidris minuta",585.5
"1361","2011","Calidris minuta",275.5
"1362","2012","Calidris minuta",643
"1363","2013","Calidris minuta",507.25
"1364","2014","Calidris minuta",354.5
"1365","2015","Calidris minuta",222.75
"1366","1981","Philomachus pugnax",0
"1367","1982","Philomachus pugnax",0
"1368","1983","Philomachus pugnax",0
"1369","1984","Philomachus pugnax",6
"1370","1985","Philomachus pugnax",0
"1371","1986","Philomachus pugnax",0
"1372","1987","Philomachus pugnax",0
"1373","1988","Philomachus pugnax",6
"1374","1989","Philomachus pugnax",0
"1375","1990","Philomachus pugnax",0
"1376","1991","Philomachus pugnax",0
"1377","1992","Philomachus pugnax",0
"1378","1993","Philomachus pugnax",0
"1379","1994","Philomachus pugnax",0
"1380","1995","Philomachus pugnax",0
"1381","1996","Philomachus pugnax",15
"1382","1997","Philomachus pugnax",0
"1383","1998","Philomachus pugnax",0
"1384","1999","Philomachus pugnax",0
"1385","2000","Philomachus pugnax",0
"1386","2001","Philomachus pugnax",0
"1387","2002","Philomachus pugnax",0
"1388","2003","Philomachus pugnax",0
"1389","2004","Philomachus pugnax",0
"1390","2005","Philomachus pugnax",0
"1391","2006","Philomachus pugnax",0
"1392","2007","Philomachus pugnax",0
"1393","2008","Philomachus pugnax",0
"1394","2009","Philomachus pugnax",0
"1395","2010","Philomachus pugnax",0
"1396","2011","Philomachus pugnax",0
"1397","2012","Philomachus pugnax",0
"1398","2013","Philomachus pugnax",0
"1399","2014","Philomachus pugnax",9.75
"1400","2015","Philomachus pugnax",0
"1401","1981","Vanellus vanellus",49
"1402","1982","Vanellus vanellus",68.25
"1403","1983","Vanellus vanellus",0
"1404","1984","Vanellus vanellus",1897.5
"1405","1985","Vanellus vanellus",237.5
"1406","1986","Vanellus vanellus",437.5
"1407","1987","Vanellus vanellus",323.25
"1408","1988","Vanellus vanellus",149.5
"1409","1989","Vanellus vanellus",1707.5
"1410","1990","Vanellus vanellus",950.75
"1411","1991","Vanellus vanellus",108
"1412","1992","Vanellus vanellus",0
"1413","1993","Vanellus vanellus",195
"1414","1994","Vanellus vanellus",53.25
"1415","1995","Vanellus vanellus",826.5
"1416","1996","Vanellus vanellus",1600
"1417","1997","Vanellus vanellus",796.5
"1418","1998","Vanellus vanellus",180
"1419","1999","Vanellus vanellus",918.75
"1420","2000","Vanellus vanellus",1066.25
"1421","2001","Vanellus vanellus",295.5
"1422","2002","Vanellus vanellus",1959.5
"1423","2003","Vanellus vanellus",509
"1424","2004","Vanellus vanellus",591.25
"1425","2005","Vanellus vanellus",2723.75
"1426","2006","Vanellus vanellus",50.75
"1427","2007","Vanellus vanellus",364
"1428","2008","Vanellus vanellus",1969
"1429","2009","Vanellus vanellus",3584.75
"1430","2010","Vanellus vanellus",5200
"1431","2011","Vanellus vanellus",1601
"1432","2012","Vanellus vanellus",1198.25
"1433","2013","Vanellus vanellus",1743.75
"1434","2014","Vanellus vanellus",1357
"1435","2015","Vanellus vanellus",1448.75
"1436","1981","Tringa erythropus",0
"1437","1982","Tringa erythropus",43.5
"1438","1983","Tringa erythropus",130.75
"1439","1984","Tringa erythropus",0
"1440","1985","Tringa erythropus",0
"1441","1986","Tringa erythropus",0
"1442","1987","Tringa erythropus",126
"1443","1988","Tringa erythropus",0
"1444","1989","Tringa erythropus",660.25
"1445","1990","Tringa erythropus",43.5
"1446","1991","Tringa erythropus",0
"1447","1992","Tringa erythropus",0
"1448","1993","Tringa erythropus",156
"1449","1994","Tringa erythropus",456
"1450","1995","Tringa erythropus",0
"1451","1996","Tringa erythropus",195
"1452","1997","Tringa erythropus",186
"1453","1998","Tringa erythropus",1334.5
"1454","1999","Tringa erythropus",769.5
"1455","2000","Tringa erythropus",630
"1456","2001","Tringa erythropus",220.5
"1457","2002","Tringa erythropus",662.5
"1458","2003","Tringa erythropus",190
"1459","2004","Tringa erythropus",0
"1460","2005","Tringa erythropus",146.25
"1461","2006","Tringa erythropus",7.5
"1462","2007","Tringa erythropus",456.75
"1463","2008","Tringa erythropus",51
"1464","2009","Tringa erythropus",8.5
"1465","2010","Tringa erythropus",36
"1466","2011","Tringa erythropus",149.75
"1467","2012","Tringa erythropus",382
"1468","2013","Tringa erythropus",946.25
"1469","2014","Tringa erythropus",1219
"1470","2015","Tringa erythropus",736.75
"1471","1981","Platalea leucorodia",0
"1472","1982","Platalea leucorodia",108
"1473","1983","Platalea leucorodia",243.5
"1474","1984","Platalea leucorodia",12
"1475","1985","Platalea leucorodia",58.5
"1476","1986","Platalea leucorodia",122.25
"1477","1987","Platalea leucorodia",174.75
"1478","1988","Platalea leucorodia",289.5
"1479","1989","Platalea leucorodia",274.75
"1480","1990","Platalea leucorodia",989.25
"1481","1991","Platalea leucorodia",338.25
"1482","1992","Platalea leucorodia",727.75
"1483","1993","Platalea leucorodia",878.25
"1484","1994","Platalea leucorodia",886.5
"1485","1995","Platalea leucorodia",1068
"1486","1996","Platalea leucorodia",881.75
