"Nom_latin";"Date";"Nombre"
"63";"Anas";"1986-04-15";167
"64";"Anas";"1986-05-15";88
"65";"Anas";"1986-06-15";182
"66";"Anas";"1986-07-15";452
"67";"Anas";"1986-08-15";587
"68";"Anas";"1986-09-15";985
"69";"Anas";"1986-10-15";1390
"70";"Anas";"1986-11-15";1618
"71";"Anas";"1986-12-15";1426
"72";"Anas";"1987-01-15";115
"73";"Anas";"1987-08-15";451
"74";"Anas";"1987-09-15";731
"75";"Anas";"1987-11-15";780
"76";"Anas";"1987-12-15";1012
"77";"Anas";"1988-01-15";673
"78";"Anas";"1988-02-15";451
"79";"Anas";"1988-03-15";445
"80";"Anas";"1988-04-15";89
"81";"Anas";"1988-05-15";47
"82";"Anas";"1988-06-15";92
"83";"Anas";"1988-07-15";295
"84";"Anas";"1988-08-15";421
"85";"Anas";"1988-09-15";1018
"86";"Anas";"1988-10-15";1183
"87";"Anas";"1988-11-15";1975
"88";"Anas";"1988-12-15";1373
"89";"Anas";"1989-01-15";1609
"90";"Anas";"1989-02-15";644
"91";"Anas";"1989-03-15";356
"92";"Anas";"1989-04-15";178
"93";"Anas";"1989-05-15";73
"94";"Anas";"1989-06-15";156
"95";"Anas";"1989-07-15";274
"96";"Anas";"1989-08-15";203
"97";"Anas";"1989-09-15";542
"98";"Anas";"1989-10-15";1152
"99";"Anas";"1989-11-15";1951
"100";"Anas";"1989-12-15";1949
"101";"Anas";"1990-01-15";1241
"102";"Anas";"1990-02-15";701
"103";"Anas";"1990-03-15";437
"104";"Anas";"1990-04-15";214
"105";"Anas";"1990-05-15";73
"106";"Anas";"1990-06-15";196
"107";"Anas";"1990-07-15";328
"108";"Anas";"1990-08-15";369
"109";"Anas";"1990-09-15";800
"110";"Anas";"1990-10-15";1412
"111";"Anas";"1990-11-15";1574
"112";"Anas";"1990-12-15";1389
"113";"Anas";"1991-01-15";1340
"114";"Anas";"1991-02-15";1822
"115";"Anas";"1991-03-15";888
"116";"Anas";"1991-04-15";146
"117";"Anas";"1991-05-15";88
"118";"Anas";"1991-06-15";201
"119";"Anas";"1991-07-15";393
"120";"Anas";"1991-08-15";446
"121";"Anas";"1991-09-15";533
"122";"Anas";"1991-10-15";1042
"123";"Anas";"1991-11-15";2287
"124";"Anas";"1991-12-15";1698
"125";"Anas";"1992-01-15";1797
"126";"Anas";"1992-02-15";1660
"127";"Anas";"1992-03-15";1692
"128";"Anas";"1992-04-15";309
"129";"Anas";"1992-05-15";114
"130";"Anas";"1992-06-15";138
"131";"Anas";"1992-07-15";262
"132";"Anas";"1992-08-15";458
"133";"Anas";"1992-09-15";540
"134";"Anas";"1992-10-15";2330
"135";"Anas";"1992-11-15";2504
"136";"Anas";"1992-12-15";1227
"137";"Anas";"1993-01-15";1364
"138";"Anas";"1993-02-15";845
"139";"Anas";"1993-03-15";698
"140";"Anas";"1993-04-15";486
"141";"Anas";"1993-05-15";92
"142";"Anas";"1993-06-15";202
"143";"Anas";"1993-07-15";414
"144";"Anas";"1993-08-15";317
"145";"Anas";"1993-09-15";560
"146";"Anas";"1993-10-15";1040
"147";"Anas";"1993-11-15";1264
"148";"Anas";"1993-12-15";2617
"149";"Anas";"1994-01-15";1180
"150";"Anas";"1994-02-15";709
"151";"Anas";"1994-03-15";561
"152";"Anas";"1994-04-15";245
"153";"Anas";"1994-05-15";88
"154";"Anas";"1994-06-15";101
"155";"Anas";"1994-07-15";206
"156";"Anas";"1994-08-15";196
"157";"Anas";"1994-09-15";460
"158";"Anas";"1994-10-15";1341
"159";"Anas";"1994-11-15";1377
"160";"Anas";"1994-12-15";1758
"161";"Anas";"1995-01-15";1379
"162";"Anas";"1995-02-15";1007
"163";"Anas";"1995-03-15";562
"164";"Anas";"1995-04-15";231
"165";"Anas";"1995-05-15";136
"166";"Anas";"1995-06-15";192
"167";"Anas";"1995-07-15";341
"168";"Anas";"1995-08-15";299
"169";"Anas";"1995-09-15";356
"170";"Anas";"1995-10-15";978
"171";"Anas";"1995-11-15";1678
"172";"Anas";"1995-12-15";2718
"173";"Anas";"1996-01-15";1360
"174";"Anas";"1996-02-15";615
"175";"Anas";"1996-03-15";447
"176";"Anas";"1996-04-15";402
"177";"Anas";"1996-05-15";165
"178";"Anas";"1996-06-15";224
"179";"Anas";"1996-07-15";353
"180";"Anas";"1996-08-15";202
"181";"Anas";"1996-09-15";600
"182";"Anas";"1996-10-15";811
"183";"Anas";"1996-11-15";1121
"184";"Anas";"1996-12-15";881
"185";"Anas";"1997-01-15";812
"186";"Anas";"1997-02-15";592
"187";"Anas";"1997-03-15";426
"188";"Anas";"1997-04-15";189
"189";"Anas";"1997-05-15";162
"190";"Anas";"1997-06-15";142
"191";"Anas";"1997-07-15";136
"192";"Anas";"1997-08-15";223
"193";"Anas";"1997-09-15";493
"194";"Anas";"1997-10-15";706
"195";"Anas";"1997-11-15";1064
"196";"Anas";"1997-12-15";911
"197";"Anas";"1998-01-15";752
"198";"Anas";"1998-02-15";450
"199";"Anas";"1998-03-15";388
"200";"Anas";"1998-04-15";116
"201";"Anas";"1998-05-15";16
"202";"Anas";"1998-06-15";162
"203";"Anas";"1998-07-15";149
"204";"Anas";"1998-08-15";174
"205";"Anas";"1998-09-15";297
"206";"Anas";"1998-10-15";668
"207";"Anas";"1998-11-15";643
"208";"Anas";"1998-12-15";1952
"209";"Anas";"1999-01-15";935
"210";"Anas";"1999-02-15";625
"211";"Anas";"1999-03-15";515
"212";"Anas";"1999-04-15";188
"213";"Anas";"1999-05-15";75
"214";"Anas";"1999-06-15";103
"215";"Anas";"1999-07-15";161
"216";"Anas";"1999-08-15";272
"217";"Anas";"1999-09-15";611
"218";"Anas";"1999-10-15";741
"219";"Anas";"1999-11-15";1188
"220";"Anas";"1999-12-15";974
"221";"Anas";"2000-01-15";1015
"222";"Anas";"2000-02-15";792
"223";"Anas";"2000-03-15";631
"224";"Anas";"2000-04-15";191
"225";"Anas";"2000-05-15";69
"226";"Anas";"2000-06-15";124
"227";"Anas";"2000-07-15";202
"228";"Anas";"2000-08-15";224
"229";"Anas";"2000-09-15";682
"230";"Anas";"2000-10-15";685
"231";"Anas";"2000-11-15";675
"232";"Anas";"2000-12-15";930
"233";"Anas";"2001-01-15";732
"234";"Anas";"2001-02-15";619
"235";"Anas";"2001-03-15";477
"236";"Anas";"2001-04-15";82
"237";"Anas";"2001-05-15";42
"238";"Anas";"2001-06-15";100
"239";"Anas";"2001-07-15";159
"240";"Anas";"2001-08-15";225
"241";"Anas";"2001-09-15";532
"242";"Anas";"2001-10-15";649
"243";"Anas";"2001-11-15";1043
"244";"Anas";"2001-12-15";1225
"245";"Anas";"2002-01-15";953
"246";"Anas";"2002-02-15";672
"247";"Anas";"2002-03-15";805
"248";"Anas";"2002-04-15";252
"249";"Anas";"2002-05-15";71
"250";"Anas";"2002-07-15";171
"251";"Anas";"2002-08-15";265
"252";"Anas";"2002-09-15";559
"253";"Anas";"2002-10-15";712
"254";"Anas";"2002-11-15";905
"255";"Anas";"2002-12-15";1133
"256";"Anas";"2003-01-15";765
"257";"Anas";"2003-02-15";735
"258";"Anas";"2003-03-15";326
"259";"Anas";"2003-04-15";390
"260";"Anas";"2003-05-15";143
"261";"Anas";"2003-06-15";120
"262";"Anas";"2003-07-15";128
"263";"Anas";"2003-08-15";136
"264";"Anas";"2003-09-15";338
"265";"Anas";"2003-10-15";1052
"266";"Anas";"2003-11-15";1007
"267";"Anas";"2003-12-15";915
"268";"Anas";"2004-01-15";749
"269";"Anas";"2004-02-15";566
"270";"Anas";"2004-03-15";837
"271";"Anas";"2004-04-15";326
"272";"Anas";"2004-05-15";90
"273";"Anas";"2004-06-15";96
"274";"Anas";"2004-07-15";145
"275";"Anas";"2004-08-15";299
"276";"Anas";"2004-09-15";560
"277";"Anas";"2004-10-15";982
"278";"Anas";"2004-11-15";797
"279";"Anas";"2004-12-15";1025
"280";"Anas";"2005-01-15";943
"281";"Anas";"2005-02-15";1053
"282";"Anas";"2005-03-15";611
"283";"Anas";"2005-04-15";579
"284";"Anas";"2005-05-15";143
"285";"Anas";"2005-07-15";79
"286";"Anas";"2005-08-15";82
"287";"Anas";"2005-09-15";259
"288";"Anas";"2005-10-15";599
"289";"Anas";"2005-12-15";650
"290";"Anas";"2006-01-15";1213
"291";"Anas";"2006-02-15";1118
"292";"Anas";"2006-03-15";847
"293";"Anas";"2006-04-15";195
"294";"Anas";"2006-05-15";99
"295";"Anas";"2006-06-15";172
"296";"Anas";"2006-07-15";78
"297";"Anas";"2006-08-15";345
"298";"Anas";"2006-09-15";325
"299";"Anas";"2006-10-15";537
"300";"Anas";"2006-11-15";769
"301";"Anas";"2007-01-16";387
"302";"Anas";"2007-01-19";431
"303";"Anas";"2007-02-09";3
"304";"Anas";"2007-02-13";50
"305";"Anas";"2007-02-14";307
"306";"Anas";"2007-02-23";361
"307";"Anas";"2007-03-16";1
"308";"Anas";"2007-03-19";404
"309";"Anas";"2007-04-03";4
"310";"Anas";"2007-04-04";2
"311";"Anas";"2007-04-19";38
"312";"Anas";"2007-04-21";12
"313";"Anas";"2007-05-16";67
"314";"Anas";"2007-06-17";116
"315";"Anas";"2007-07-12";58
"316";"Anas";"2007-07-13";7
"317";"Anas";"2007-07-19";8
"318";"Anas";"2007-08-05";1
"319";"Anas";"2007-08-16";222
"320";"Anas";"2007-08-28";43
"321";"Anas";"2007-09-15";311
"322";"Anas";"2007-10-10";153
"323";"Anas";"2007-10-16";442
"324";"Anas";"2007-11-18";755
"325";"Anas";"2007-12-22";901
"326";"Anas";"2007-12-29";5
"327";"Anas";"2008-01-11";406
"328";"Anas";"2008-01-15";194
"329";"Anas";"2008-01-16";363
"330";"Anas";"2008-01-22";303
"331";"Anas";"2008-02-08";228
"332";"Anas";"2008-02-17";367
"333";"Anas";"2008-02-22";5
"334";"Anas";"2008-03-06";373
"335";"Anas";"2008-03-15";3
"336";"Anas";"2008-03-19";52
"337";"Anas";"2008-03-20";293
"338";"Anas";"2008-04-15";38
"339";"Anas";"2008-04-17";1
"340";"Anas";"2008-04-30";4
"341";"Anas";"2008-05-05";10
"342";"Anas";"2008-05-25";196
"343";"Anas";"2008-06-09";164
"344";"Anas";"2008-06-10";4
"345";"Anas";"2008-06-12";4
"346";"Anas";"2008-06-14";11
"347";"Anas";"2008-07-07";5
"348";"Anas";"2008-07-25";186
"349";"Anas";"2008-08-21";169
"350";"Anas";"2008-09-23";0
"351";"Anas";"2008-10-18";44
"352";"Anas";"2008-10-29";626
"353";"Anas";"2008-11-09";645
"354";"Anas";"2008-12-11";740
"355";"Anas";"2008-12-22";91
"356";"Anas";"2009-01-05";574
"357";"Anas";"2009-01-23";712
"358";"Anas";"2009-02-04";749
"359";"Anas";"2009-03-04";383
"360";"Anas";"2009-03-09";514
"361";"Anas";"2009-03-20";131
"362";"Anas";"2009-03-31";15
"363";"Anas";"2009-04-07";227
"364";"Anas";"2009-04-23";29
"365";"Anas";"2009-04-29";3
"366";"Anas";"2009-05-07";6
"367";"Anas";"2009-05-13";63
"368";"Anas";"2009-06-08";86
"369";"Anas";"2009-07-10";379
"370";"Anas";"2009-08-22";248
"371";"Anas";"2009-09-15";934
"372";"Anas";"2009-10-16";907
"373";"Anas";"2009-11-13";1197
"374";"Anas";"2009-12-14";1088
"375";"Anas";"2009-12-22";29
"376";"Anas";"2010-01-13";843
"377";"Anas";"2010-01-27";135
"378";"Anas";"2010-02-02";229
"379";"Anas";"2010-02-04";475
"380";"Anas";"2010-02-12";263
"381";"Anas";"2010-03-03";119
"382";"Anas";"2010-03-16";478
"383";"Anas";"2010-04-14";305
"384";"Anas";"2010-05-12";4
"385";"Anas";"2010-05-14";72
"386";"Anas";"2010-06-18";172
"387";"Anas";"2010-07-16";302
"388";"Anas";"2010-08-12";306
"389";"Anas";"2010-08-16";66
"390";"Anas";"2010-09-02";37
"391";"Anas";"2010-09-10";297
"392";"Anas";"2010-10-14";276
"393";"Anas";"2010-11-19";728
"394";"Anas";"2010-12-02";287
"395";"Anas";"2010-12-16";1026
"396";"Anas";"2011-01-17";1183
"397";"Anas";"2011-02-16";800
"398";"Anas";"2011-03-17";818
"399";"Anas";"2011-04-15";209
"400";"Anas";"2011-05-16";285
"401";"Anas";"2011-05-30";5
"402";"Anas";"2011-06-14";291
"403";"Anas";"2011-07-21";216
"404";"Anas";"2011-08-12";159
"405";"Anas";"2011-09-15";507
"406";"Anas";"2011-10-11";234
"407";"Anas";"2011-11-03";366
"408";"Anas";"2011-11-22";994
"409";"Anas";"2011-12-21";819
"410";"Anas";"2012-01-16";931
"411";"Anas";"2012-01-25";165
"412";"Anas";"2012-02-10";444
"413";"Anas";"2012-02-23";439
"414";"Anas";"2012-03-08";756
"415";"Anas";"2012-03-20";368
"416";"Anas";"2012-03-23";10
"417";"Anas";"2012-04-06";532
"418";"Anas";"2012-05-02";2
"419";"Anas";"2012-05-07";11
"420";"Anas";"2012-05-22";210
"421";"Anas";"2012-06-04";7
"422";"Anas";"2012-06-22";234
"423";"Anas";"2012-07-05";22
"424";"Anas";"2012-07-20";276
"425";"Anas";"2012-08-02";2
"426";"Anas";"2012-08-20";750
"427";"Anas";"2012-09-03";490
"428";"Anas";"2012-09-17";240
"429";"Anas";"2012-10-01";529
"430";"Anas";"2012-10-18";441
"431";"Anas";"2012-11-05";760
"432";"Anas";"2012-11-30";528
"433";"Anas";"2012-12-18";865
"434";"Anas";"2013-01-09";1019
"435";"Anas";"2013-02-01";993
"436";"Anas";"2013-02-12";30
"437";"Anas";"2013-02-27";476
"438";"Anas";"2013-03-11";1001
"439";"Anas";"2013-04-10";256
"440";"Anas";"2013-04-24";116
"441";"Anas";"2013-05-07";0
"442";"Anas";"2013-05-24";148
"443";"Anas";"2013-06-10";212
"444";"Anas";"2013-06-26";1
"445";"Anas";"2013-07-12";532
"446";"Anas";"2013-07-24";1
"447";"Anas";"2013-08-08";10
"448";"Anas";"2013-08-22";1302
"449";"Anas";"2013-09-06";1153
"450";"Anas";"2013-09-26";529
"451";"Anas";"2013-10-07";1790
"452";"Anas";"2013-11-06";1610
"453";"Anas";"2013-11-20";6
"454";"Anas";"2013-12-03";868
"455";"Anas";"2013-12-17";196
"456";"Anas";"2014-01-14";987
"457";"Anas";"2014-02-05";138
"458";"Anas";"2014-02-20";481
"459";"Anas";"2014-03-05";69
"460";"Anas";"2014-03-21";793
"461";"Anas";"2014-04-02";501
"462";"Anas";"2014-05-13";11
"463";"Anas";"2014-05-28";178
"464";"Anas";"2014-06-11";6
"465";"Anas";"2014-06-26";143
"466";"Anas";"2014-07-30";232
"467";"Anas";"2014-08-27";396
"468";"Anas";"2014-09-24";710
"469";"Anas";"2014-10-08";387
"470";"Anas";"2014-10-22";454
"471";"Anas";"2014-11-05";778
"472";"Anas";"2014-11-20";307
"473";"Anas";"2014-12-05";1186
"474";"Anas";"2014-12-19";88
"475";"Anas";"2015-01-18";774
"476";"Anas";"2015-02-06";121
"477";"Anas";"2015-02-19";549
"478";"Anas";"2015-03-05";4
"479";"Anas";"2015-03-19";1008
"480";"Anas";"2015-04-07";0
"481";"Anas";"2015-04-08";373
"482";"Anas";"2015-04-22";79
"483";"Anas";"2015-05-04";11
"484";"Anas";"2015-05-18";127
"485";"Anas";"2015-06-05";17
"486";"Anas";"2015-06-19";213
"487";"Anas";"2015-07-02";120
"488";"Anas";"2015-08-04";282
"489";"Anas";"2015-08-17";28
"490";"Anas";"2015-09-28";722
"491";"Anas";"2015-10-13";401
"492";"Anas";"2015-10-26";645
"493";"Anas";"2015-11-12";504
"494";"Anas";"2015-11-26";597
"495";"Anas";"2015-12-15";1145
"496";"Anas";"2016-01-08";1309
"497";"Anas";"2016-02-12";103
"498";"Anas";"2016-02-23";733
"499";"Anas";"2016-03-08";684
"500";"Anas";"2016-03-21";2
"501";"Calidris";"1981-01-15";1802
"502";"Calidris";"1981-02-15";6
"503";"Calidris";"1981-03-15";20
"504";"Calidris";"1981-04-15";3
"505";"Calidris";"1981-05-15";66
"506";"Calidris";"1981-06-15";8
"507";"Calidris";"1981-07-15";2
"508";"Calidris";"1981-08-15";859
"509";"Calidris";"1981-09-15";548
"510";"Calidris";"1981-10-15";1830
"511";"Calidris";"1981-11-15";4617
"512";"Calidris";"1981-12-15";13002
"513";"Calidris";"1982-01-15";572
"514";"Calidris";"1982-02-15";3601
"515";"Calidris";"1982-03-15";3150
"516";"Calidris";"1982-04-15";1402
"517";"Calidris";"1982-06-15";22
"518";"Calidris";"1982-07-15";29
"519";"Calidris";"1982-08-15";310
"520";"Calidris";"1982-09-15";568
"521";"Calidris";"1982-10-15";5083
"522";"Calidris";"1982-11-15";6591
"523";"Calidris";"1982-12-15";13012
"524";"Calidris";"1983-01-15";13724
"525";"Calidris";"1983-02-15";2601
"526";"Calidris";"1983-03-15";8802
"527";"Calidris";"1983-04-15";405
"528";"Calidris";"1983-05-15";522
"529";"Calidris";"1983-06-15";9
"530";"Calidris";"1983-07-15";3
"531";"Calidris";"1983-08-15";635
"532";"Calidris";"1983-09-15";1274
"533";"Calidris";"1983-10-15";5484
"534";"Calidris";"1983-11-15";21826
"535";"Calidris";"1983-12-15";19034
"536";"Calidris";"1984-01-15";1712
"537";"Calidris";"1984-02-15";811
"538";"Calidris";"1984-03-15";118
"539";"Calidris";"1984-04-15";825
"540";"Calidris";"1984-05-15";1509
"541";"Calidris";"1984-06-15";2
"542";"Calidris";"1984-07-15";48
"543";"Calidris";"1984-08-15";472
"544";"Calidris";"1984-09-15";1431
"545";"Calidris";"1984-10-15";4857
"546";"Calidris";"1984-11-15";24500
"547";"Calidris";"1984-12-15";5020
"548";"Calidris";"1985-02-15";10700
"549";"Calidris";"1985-03-15";2301
"550";"Calidris";"1985-05-15";308
"551";"Calidris";"1985-07-15";8
"552";"Calidris";"1985-08-15";947
"553";"Calidris";"1985-09-15";566
"554";"Calidris";"1985-10-15";2472
"555";"Calidris";"1985-11-15";5214
"556";"Calidris";"1985-12-15";3900
"557";"Calidris";"1986-02-15";1680
"558";"Calidris";"1986-03-15";4300
"559";"Calidris";"1986-04-15";170
"560";"Calidris";"1986-05-15";79
"561";"Calidris";"1986-07-15";11
"562";"Calidris";"1986-08-15";811
"563";"Calidris";"1986-10-15";461
"564";"Calidris";"1986-12-15";4337
"565";"Calidris";"1987-01-15";1800
"566";"Calidris";"1987-02-15";7311
"567";"Calidris";"1987-03-15";4201
"568";"Calidris";"1987-04-15";10
"569";"Calidris";"1987-08-15";170
"570";"Calidris";"1987-09-15";70
"571";"Calidris";"1987-10-15";2312
"572";"Calidris";"1987-11-15";5341
"573";"Calidris";"1987-12-15";8843
"574";"Calidris";"1988-01-15";12827
"575";"Calidris";"1988-02-15";2203
"576";"Calidris";"1988-03-15";5
"577";"Calidris";"1988-05-15";4
"578";"Calidris";"1988-08-15";604
"579";"Calidris";"1988-09-15";1045
"580";"Calidris";"1988-10-15";2557
"581";"Calidris";"1988-11-15";500
"582";"Calidris";"1989-01-15";1600
"583";"Calidris";"1989-04-15";340
"584";"Calidris";"1989-07-15";109
"585";"Calidris";"1989-08-15";330
"586";"Calidris";"1989-11-15";6403
"587";"Calidris";"1989-12-15";10024
"588";"Calidris";"1990-01-15";809
"589";"Calidris";"1990-02-15";1718
"590";"Calidris";"1990-03-15";1114
"591";"Calidris";"1990-04-15";264
"592";"Calidris";"1990-05-15";195
"593";"Calidris";"1990-06-15";45
"594";"Calidris";"1990-07-15";34
"595";"Calidris";"1990-08-15";427
"596";"Calidris";"1990-09-15";1640
"597";"Calidris";"1990-10-15";2390
"598";"Calidris";"1990-11-15";4900
"599";"Calidris";"1990-12-15";2762
"600";"Calidris";"1991-02-15";4124
"601";"Calidris";"1991-03-15";418
"602";"Calidris";"1991-04-15";45
"603";"Calidris";"1991-05-15";383
"604";"Calidris";"1991-08-15";99
"605";"Calidris";"1991-09-15";1390
"606";"Calidris";"1991-10-15";1480
"607";"Calidris";"1992-01-15";601
"608";"Calidris";"1992-07-15";53
"609";"Calidris";"1992-08-15";1060
"610";"Calidris";"1992-09-15";1259
"611";"Calidris";"1992-11-15";14670
"612";"Calidris";"1992-12-15";5724
"613";"Calidris";"1993-05-15";1
"614";"Calidris";"1993-08-15";98
"615";"Calidris";"1993-09-15";2245
"616";"Calidris";"1993-10-15";4753
"617";"Calidris";"1993-12-15";2630
"618";"Calidris";"1994-01-15";1
"619";"Calidris";"1994-02-15";1801
"620";"Calidris";"1994-03-15";5522
"621";"Calidris";"1994-04-15";928
"622";"Calidris";"1994-05-15";180
"623";"Calidris";"1994-07-15";17
"624";"Calidris";"1994-08-15";1000
"625";"Calidris";"1994-09-15";1301
"626";"Calidris";"1994-10-15";18
"627";"Calidris";"1994-11-15";6
"628";"Calidris";"1995-02-15";400
"629";"Calidris";"1995-04-15";49
"630";"Calidris";"1995-05-15";324
"631";"Calidris";"1995-08-15";286
"632";"Calidris";"1995-09-15";1838
"633";"Calidris";"1996-02-15";68
"634";"Calidris";"1996-04-15";15
"635";"Calidris";"1996-05-15";1325
"636";"Calidris";"1996-08-15";160
"637";"Calidris";"1996-09-15";2400
"638";"Calidris";"1997-01-15";2100
"639";"Calidris";"1997-04-15";550
"640";"Calidris";"1997-08-15";222
"641";"Calidris";"1998-02-15";4
"642";"Calidris";"1998-07-15";43
"643";"Calidris";"1998-09-15";233
"644";"Calidris";"1998-10-15";895
"645";"Calidris";"1998-11-15";3454
"646";"Calidris";"1998-12-15";4362
"647";"Calidris";"1999-08-15";563
"648";"Calidris";"1999-09-15";1815
"649";"Calidris";"1999-11-15";1217
"650";"Calidris";"1999-12-15";852
"651";"Calidris";"2000-01-15";16
"652";"Calidris";"2000-05-15";75
"653";"Calidris";"2000-06-15";11
"654";"Calidris";"2000-12-15";1827
"655";"Calidris";"2001-01-15";2731
"656";"Calidris";"2001-02-15";37
"657";"Calidris";"2001-03-15";250
"658";"Calidris";"2001-04-15";850
"659";"Calidris";"2001-05-15";118
"660";"Calidris";"2001-07-15";82
"661";"Calidris";"2001-08-15";113
"662";"Calidris";"2001-09-15";959
"663";"Calidris";"2001-10-15";329
"664";"Calidris";"2001-12-15";450
"665";"Calidris";"2002-04-15";234
"666";"Calidris";"2002-05-15";60
"667";"Calidris";"2002-07-15";15
"668";"Calidris";"2002-08-15";12
"669";"Calidris";"2002-09-15";591
"670";"Calidris";"2002-10-15";713
"671";"Calidris";"2002-11-15";124
"672";"Calidris";"2003-01-15";1728
"673";"Calidris";"2003-08-15";90
"674";"Calidris";"2003-09-15";1115
"675";"Calidris";"2003-11-15";48
"676";"Calidris";"2003-12-15";2200
"677";"Calidris";"2004-01-15";250
"678";"Calidris";"2004-02-15";1
"679";"Calidris";"2004-07-15";37
"680";"Calidris";"2004-08-15";97
"681";"Calidris";"2004-09-15";143
"682";"Calidris";"2004-10-15";5
"683";"Calidris";"2004-11-15";3308
"684";"Calidris";"2004-12-15";3051
"685";"Calidris";"2005-02-15";45
"686";"Calidris";"2005-03-15";2800
"687";"Calidris";"2005-10-15";1571
"688";"Calidris";"2006-01-15";2200
"689";"Calidris";"2006-02-15";2603
"690";"Calidris";"2006-03-15";2300
"691";"Calidris";"2006-04-15";263
"692";"Calidris";"2006-06-15";20
"693";"Calidris";"2006-07-15";3
"694";"Calidris";"2007-01-19";52
"695";"Calidris";"2007-02-16";141
"696";"Calidris";"2007-03-19";3201
"697";"Calidris";"2007-04-19";563
"698";"Calidris";"2007-05-16";233
"699";"Calidris";"2007-06-17";1
"700";"Calidris";"2007-07-24";16
"701";"Calidris";"2007-07-30";405
"702";"Calidris";"2007-08-29";975
"703";"Calidris";"2007-08-30";135
"704";"Calidris";"2007-09-15";0
"705";"Calidris";"2007-10-10";2617
"706";"Calidris";"2007-11-18";4881
"707";"Calidris";"2007-12-22";28
"708";"Calidris";"2008-01-11";29
"709";"Calidris";"2008-01-15";10
"710";"Calidris";"2008-02-09";300
"711";"Calidris";"2008-02-14";12
"712";"Calidris";"2008-03-11";1500
"713";"Calidris";"2008-03-24";50
"714";"Calidris";"2008-04-15";0
"715";"Calidris";"2008-04-17";57
"716";"Calidris";"2008-05-05";44
"717";"Calidris";"2008-05-20";577
"718";"Calidris";"2008-06-05";71
"719";"Calidris";"2008-07-07";0
"720";"Calidris";"2008-07-25";179
"721";"Calidris";"2008-08-21";883
"722";"Calidris";"2008-09-23";0
"723";"Calidris";"2008-10-04";158
"724";"Calidris";"2008-10-13";1040
"725";"Calidris";"2008-11-09";35
"726";"Calidris";"2008-12-11";630
"727";"Calidris";"2008-12-18";61
"728";"Calidris";"2009-01-05";65
"729";"Calidris";"2009-02-04";23
"730";"Calidris";"2009-03-31";1090
"731";"Calidris";"2009-04-07";641
"732";"Calidris";"2009-04-29";1
"733";"Calidris";"2009-05-07";506
"734";"Calidris";"2009-06-08";14
"735";"Calidris";"2009-07-10";35
"736";"Calidris";"2009-08-11";0
"737";"Calidris";"2009-08-22";135
"738";"Calidris";"2009-09-15";0
"739";"Calidris";"2009-10-16";383
"740";"Calidris";"2009-11-13";2075
"741";"Calidris";"2009-12-14";60
"742";"Calidris";"2009-12-22";900
"743";"Calidris";"2010-01-13";906
"744";"Calidris";"2010-02-02";0
"745";"Calidris";"2010-02-04";270
"746";"Calidris";"2010-03-16";2530
"747";"Calidris";"2010-04-14";1177
"748";"Calidris";"2010-05-12";3
"749";"Calidris";"2010-05-14";1820
"750";"Calidris";"2010-06-18";15
"751";"Calidris";"2010-07-16";11
